Record_ID,Fab_Step,Equipment_ID,Cycle_Time_Sec,Queue_Time_Sec,Wafer_Yield_Percent,Defect_Count,Machine_Status,Operator_ID,Run_Timestamp
56,Deposition,110,1239.25,681.72,97.73,3,Down,1066,1/1/2025 0:55
57,Etching,169,686.05,515.94,93.35,6,Running,1040,1/1/2025 0:56
58,CMP,171,606.59,579.47,100,1,Running,1087,1/1/2025 0:57
59,Inspection,157,1613.55,490.02,95.83,0,Running,1000,1/1/2025 0:58
60,Deposition,148,1171.31,500.38,92.78,1,Running,1001,1/1/2025 0:59
61,Etching,176,1168.61,908.54,95.01,1,Running,1028,1/1/2025 1:00
62,CMP,138,932.51,950.98,95.26,2,Running,1011,1/1/2025 1:01
63,Photolithography,158,1094.28,854.12,92.82,5,Running,1026,1/1/2025 1:02
64,Inspection,117,871.76,738.7,92.32,2,Running,1034,1/1/2025 1:03
65,Doping,151,1124.22,658.21,98.83,1,Running,1016,1/1/2025 1:04
66,CMP,191,1111.21,427.73,95.82,4,Running,1091,1/1/2025 1:05
67,Wafer_Start,185,1086.69,480.02,93.47,0,Running,1088,1/1/2025 1:06
68,Photolithography,103,1190.15,534.48,87.13,2,Running,1044,1/1/2025 1:07
69,Deposition,133,1153.07,1035.8,95.6,2,Running,1056,1/1/2025 1:08
70,Inspection,176,1428.51,443.7,91.92,1,Running,1051,1/1/2025 1:09
71,CMP,101,1527.2,658.94,92,0,Running,1082,1/1/2025 1:10
72,CMP,101,1226.37,205.61,95.95,5,Down,1062,1/1/2025 1:11
73,Inspection,117,965.63,713.05,91.54,4,Running,1070,1/1/2025 1:12
74,Doping,106,1242.42,566.38,92.06,4,Running,1006,1/1/2025 1:13
75,Etching,188,1044.01,263.91,95.55,0,Idle,1095,1/1/2025 1:14
76,Deposition,141,1355.16,783.98,97.93,1,Running,1022,1/1/2025 1:15
77,Photolithography,111,630.4,677.2,92.9,2,Down,1074,1/1/2025 1:16
78,Photolithography,124,1146.32,318.23,99.92,2,Running,1050,1/1/2025 1:17
79,Doping,166,1542.47,596.57,90.25,1,Maintenance,1054,1/1/2025 1:18
80,Deposition,158,1299.59,678.9,92.27,2,Running,1007,1/1/2025 1:19
81,CMP,158,1664.81,612.81,89.24,0,Idle,1053,1/1/2025 1:20
82,Inspection,127,697.29,774.63,92.6,4,Down,1008,1/1/2025 1:21
83,Packaging,146,957.63,676.42,90.96,4,Down,1022,1/1/2025 1:22
84,Deposition,174,1034.72,858.97,90.84,1,Down,1058,1/1/2025 1:23
85,Etching,108,1244.18,270.71,93.51,3,Running,1010,1/1/2025 1:24
86,Photolithography,177,1478.97,954.87,93.38,4,Idle,1058,1/1/2025 1:25
87,Wafer_Start,119,1038.38,587.17,92.69,2,Running,1034,1/1/2025 1:26
88,CMP,132,859.15,996.52,96.63,2,Running,1085,1/1/2025 1:27
89,CMP,120,972.03,254.67,93.13,2,Running,1029,1/1/2025 1:28
90,Photolithography,162,1241.91,587.36,98.43,3,Running,1094,1/1/2025 1:29
91,Inspection,109,1008.01,961.45,96.16,1,Idle,1001,1/1/2025 1:30
92,Wafer_Start,142,1150.88,510.99,93.38,2,Running,1082,1/1/2025 1:31
93,Inspection,127,819.86,98.52,91.14,1,Running,1086,1/1/2025 1:32
94,Doping,117,1584.77,612.98,94.49,4,Running,1026,1/1/2025 1:33
95,Doping,168,1331.11,694.19,99.5,4,Down,1087,1/1/2025 1:34
96,Photolithography,140,1245.35,721.51,99.78,4,Maintenance,1030,1/1/2025 1:35
97,Photolithography,143,814.59,675.35,90.71,0,Running,1005,1/1/2025 1:36
98,Inspection,150,1486.43,585.03,97.42,3,Down,1054,1/1/2025 1:37
99,Wafer_Start,197,1093.3,724.28,91.8,1,Running,1083,1/1/2025 1:38
100,Packaging,136,1710.99,145.15,92.77,1,Idle,1072,1/1/2025 1:39
101,Inspection,158,1120.66,813.71,98.85,0,Running,1066,1/1/2025 1:40
102,Photolithography,140,1219.73,701.34,93.07,1,Running,1060,1/1/2025 1:41
103,Doping,125,908.94,483.02,93.67,3,Running,1005,1/1/2025 1:42
104,Inspection,132,877.17,392.97,95.98,1,Running,1017,1/1/2025 1:43
105,Doping,156,1505.07,807.56,94.04,3,Running,1062,1/1/2025 1:44
106,Etching,135,1158.03,511.58,95.77,0,Running,1027,1/1/2025 1:45
107,Wafer_Start,112,1629.99,1117.7,93.13,4,Running,1094,1/1/2025 1:46
108,Deposition,140,923.73,453.84,98.13,1,Idle,1024,1/1/2025 1:47
109,Packaging,130,853.14,719.56,93.03,3,Running,1000,1/1/2025 1:48
110,Photolithography,122,1033.87,845.48,100,4,Running,1010,1/1/2025 1:49
111,Doping,100,718.4,130.92,95.33,2,Running,1080,1/1/2025 1:50
112,Packaging,153,1130.28,480.95,95.17,2,Down,1087,1/1/2025 1:51
113,Wafer_Start,197,1464.2,584.93,94.88,1,Running,1015,1/1/2025 1:52
114,Etching,192,1523.06,870.17,98.07,2,Idle,1060,1/1/2025 1:53
115,Inspection,183,691.54,558.12,92.7,5,Maintenance,1027,1/1/2025 1:54
116,CMP,116,646.32,680.38,93.69,1,Running,1044,1/1/2025 1:55
117,Inspection,113,1006.53,701.97,98.01,4,Running,1082,1/1/2025 1:56
118,Packaging,122,696.91,300.96,93.31,1,Running,1090,1/1/2025 1:57
119,Wafer_Start,163,1501.14,628.46,95.66,2,Down,1011,1/1/2025 1:58
120,Packaging,184,1154.27,519.88,95.34,3,Maintenance,1016,1/1/2025 1:59
121,Photolithography,140,1052.62,445.66,93.64,3,Running,1024,1/1/2025 2:00
122,Deposition,198,1486.51,773.32,93.75,3,Running,1002,1/1/2025 2:01
123,Packaging,168,1230.9,874.64,99.97,1,Running,1097,1/1/2025 2:02
124,Wafer_Start,141,969.58,361.56,97.25,4,Running,1021,1/1/2025 2:03
125,Photolithography,126,919.12,1011.67,98.88,3,Running,1019,1/1/2025 2:04
126,Etching,117,868.3,784.87,90.62,0,Down,1080,1/1/2025 2:05
127,Inspection,120,1302.79,577.77,97.29,8,Running,1062,1/1/2025 2:06
128,Wafer_Start,136,1366.33,1181.43,97.89,0,Down,1027,1/1/2025 2:07
129,Photolithography,197,1680.39,582.89,96.16,2,Running,1032,1/1/2025 2:08
130,CMP,156,840.51,537.06,90.85,1,Maintenance,1055,1/1/2025 2:09
131,Inspection,134,1370.18,855.25,100,1,Running,1072,1/1/2025 2:10
132,Wafer_Start,175,886.42,688.5,97.93,1,Running,1034,1/1/2025 2:11
133,Inspection,160,1254.84,528.27,100,2,Running,1013,1/1/2025 2:12
134,CMP,196,1046.86,788.15,90.36,3,Running,1066,1/1/2025 2:13
135,Packaging,174,1259.39,499.54,98.3,1,Running,1088,1/1/2025 2:14
136,CMP,167,1485.26,647.99,94.09,1,Idle,1072,1/1/2025 2:15
137,Packaging,199,1414.04,394.34,93.77,0,Running,1073,1/1/2025 2:16
138,Wafer_Start,184,614.59,516.83,94.27,4,Down,1030,1/1/2025 2:17
139,Packaging,102,832,1037.02,96.77,2,Running,1062,1/1/2025 2:18
140,Etching,123,902.01,506.66,92.11,3,Idle,1025,1/1/2025 2:19
141,Wafer_Start,164,1598.59,698.35,91.78,1,Running,1084,1/1/2025 2:20
142,CMP,100,1667.65,474.45,92.38,1,Idle,1051,1/1/2025 2:21
143,Inspection,155,1414.69,851.7,94.24,4,Running,1011,1/1/2025 2:22
144,Etching,136,983.28,661.39,94.59,3,Running,1056,1/1/2025 2:23
145,CMP,107,1615.57,314.25,94.59,2,Running,1000,1/1/2025 2:24
146,Wafer_Start,122,1115.12,577.82,96.2,3,Maintenance,1039,1/1/2025 2:25
147,Inspection,138,1061.76,563.8,98.98,1,Running,1026,1/1/2025 2:26
148,Doping,147,511.2,534.55,97.54,3,Idle,1092,1/1/2025 2:27
149,Deposition,109,1633.89,688.89,97.78,0,Running,1088,1/1/2025 2:28
150,Packaging,125,1269.63,353.03,94.08,1,Running,1025,1/1/2025 2:29
151,Deposition,140,1113.4,438.98,94.21,1,Running,1060,1/1/2025 2:30
152,Doping,174,1390.97,1000.72,95.38,2,Running,1037,1/1/2025 2:31
153,Deposition,174,1101.46,818.93,93.41,0,Running,1003,1/1/2025 2:32
154,Etching,133,1363.17,573.09,96.82,1,Running,1008,1/1/2025 2:33
155,Inspection,189,1240.75,591.14,95.55,1,Running,1058,1/1/2025 2:34
156,Photolithography,117,981.36,443.21,94.69,0,Running,1095,1/1/2025 2:35
157,Packaging,133,827.28,734.17,97.2,2,Running,1085,1/1/2025 2:36
158,Inspection,163,1502.64,822.18,97.71,1,Down,1076,1/1/2025 2:37
159,Etching,104,577.85,601.79,90.42,0,Running,1005,1/1/2025 2:38
160,Photolithography,177,796.48,423.82,91.62,3,Running,1094,1/1/2025 2:39
161,Etching,123,918.76,531.58,97.95,5,Idle,1057,1/1/2025 2:40
162,Inspection,182,983.36,321.9,96.76,1,Running,1066,1/1/2025 2:41
163,Etching,108,1213.72,887.47,98.91,0,Idle,1086,1/1/2025 2:42
164,CMP,168,1166.53,387.58,96.62,1,Running,1045,1/1/2025 2:43
165,Photolithography,193,805.46,661.55,99.67,0,Maintenance,1062,1/1/2025 2:44
166,Packaging,117,1048.31,639.41,97.24,0,Idle,1056,1/1/2025 2:45
167,Doping,118,1512.42,307.31,97.52,0,Running,1049,1/1/2025 2:46
168,Doping,108,1213.12,730.57,96.82,3,Idle,1086,1/1/2025 2:47
169,Doping,138,1372.37,1050.43,98.06,1,Running,1067,1/1/2025 2:48
170,Doping,158,792.91,633.94,93.02,6,Running,1046,1/1/2025 2:49
171,Etching,124,1138.43,533.61,96.69,0,Running,1030,1/1/2025 2:50
172,Packaging,185,1416.25,347.98,95,3,Running,1037,1/1/2025 2:51
173,Etching,128,1226.79,819.91,95.59,2,Running,1099,1/1/2025 2:52
174,Wafer_Start,181,890.83,327.28,92.57,3,Running,1050,1/1/2025 2:53
175,Deposition,194,1313.22,675.36,96.96,3,Running,1023,1/1/2025 2:54
176,Wafer_Start,177,1199.68,500.82,95.89,1,Running,1011,1/1/2025 2:55
177,CMP,141,1077.01,644.97,94,3,Idle,1017,1/1/2025 2:56
178,Deposition,119,1356.15,810.57,95.64,3,Running,1070,1/1/2025 2:57
179,CMP,140,936.39,543.99,99.53,0,Maintenance,1088,1/1/2025 2:58
180,Deposition,197,1108.16,709.36,97.63,1,Running,1092,1/1/2025 2:59
181,Etching,107,1134.56,373.39,96.78,4,Maintenance,1021,1/1/2025 3:00
182,Packaging,115,1433.87,299.5,91.66,2,Running,1059,1/1/2025 3:01
183,Doping,172,1225.7,295.46,91.53,2,Running,1074,1/1/2025 3:02
184,Photolithography,127,1047.09,588.32,93.42,1,Running,1078,1/1/2025 3:03
185,Etching,171,996.04,1206.59,90.46,2,Maintenance,1057,1/1/2025 3:04
186,Photolithography,166,772.89,356.99,94.39,2,Running,1071,1/1/2025 3:05
187,Wafer_Start,183,958.55,28.15,96.31,2,Running,1040,1/1/2025 3:06
188,Packaging,173,1182.63,429.05,90.95,2,Running,1053,1/1/2025 3:07
189,Doping,106,644.49,278.16,94.14,0,Running,1009,1/1/2025 3:08
190,Wafer_Start,198,1171.7,405.69,93.66,2,Down,1074,1/1/2025 3:09
191,Doping,145,901.16,387.19,87.73,0,Running,1017,1/1/2025 3:10
192,Inspection,116,1459.86,469.78,90.9,5,Running,1095,1/1/2025 3:11
193,Etching,151,1132.76,808.45,88.43,1,Running,1079,1/1/2025 3:12
194,Photolithography,192,1179.99,160.2,97.19,4,Idle,1056,1/1/2025 3:13
195,Doping,130,881.78,620.33,93.85,1,Running,1083,1/1/2025 3:14
196,Deposition,186,1014.58,639.7,93.32,1,Maintenance,1023,1/1/2025 3:15
197,Etching,197,1124.1,585.5,96.29,1,Running,1083,1/1/2025 3:16
198,CMP,196,1324.48,621.15,98.9,1,Running,1045,1/1/2025 3:17
199,Etching,194,1132.45,435.12,100,1,Idle,1065,1/1/2025 3:18
200,Packaging,113,1033.45,388.68,91.55,4,Running,1034,1/1/2025 3:19
201,Doping,156,974.82,606.1,96.23,2,Running,1073,1/1/2025 3:20
202,Inspection,173,1268.34,702.59,99.15,3,Running,1098,1/1/2025 3:21
203,Packaging,182,1122.32,690.81,100,5,Down,1003,1/1/2025 3:22
204,Doping,153,828.35,693.31,94.46,2,Running,1099,1/1/2025 3:23
205,CMP,165,1269.35,557.56,93.66,1,Maintenance,1036,1/1/2025 3:24
206,CMP,197,1744.09,655.6,92.01,1,Running,1056,1/1/2025 3:25
207,Packaging,152,1069.29,1107.6,94.46,2,Idle,1062,1/1/2025 3:26
208,Wafer_Start,115,1274.8,697.03,96.9,1,Running,1045,1/1/2025 3:27
209,Etching,152,1182.8,834.63,91.7,3,Running,1051,1/1/2025 3:28
210,Deposition,171,1208.44,608.95,92.32,0,Idle,1008,1/1/2025 3:29
211,CMP,114,1733.73,744.42,95.12,1,Running,1089,1/1/2025 3:30
212,CMP,110,833.58,603.13,94.04,1,Running,1020,1/1/2025 3:31
213,Photolithography,190,1272.33,397.39,91.8,1,Down,1089,1/1/2025 3:32
214,Deposition,156,1206.27,826.05,99.16,1,Maintenance,1069,1/1/2025 3:33
215,Photolithography,188,784.28,788.62,90.03,1,Running,1011,1/1/2025 3:34
216,Wafer_Start,138,1338.64,614.79,92.36,0,Running,1066,1/1/2025 3:35
217,Doping,165,638.97,577.58,92.36,3,Running,1017,1/1/2025 3:36
218,Photolithography,112,1403.91,837.99,91.49,1,Running,1072,1/1/2025 3:37
219,Deposition,150,1117.8,537.51,100,3,Running,1041,1/1/2025 3:38
220,Doping,184,1229.53,555.84,100,1,Down,1063,1/1/2025 3:39
221,Inspection,181,1312.13,555.79,93.13,4,Running,1031,1/1/2025 3:40
222,Deposition,161,681.41,349.19,96.2,1,Running,1001,1/1/2025 3:41
223,Wafer_Start,128,1374.61,436.38,95.09,1,Running,1045,1/1/2025 3:42
224,Wafer_Start,107,1344.95,707.95,96.74,4,Running,1073,1/1/2025 3:43
225,CMP,119,1135.34,368.9,99.05,2,Running,1059,1/1/2025 3:44
226,Deposition,195,1420.19,816.09,92.53,2,Down,1018,1/1/2025 3:45
227,Inspection,172,1699.1,548.98,93.76,3,Running,1006,1/1/2025 3:46
228,Deposition,129,1707.31,1066,100,0,Running,1054,1/1/2025 3:47
229,Deposition,157,1759.05,291.64,91.59,0,Running,1089,1/1/2025 3:48
230,Photolithography,150,755.91,328.28,93.94,0,Running,1001,1/1/2025 3:49
231,Etching,119,1137.63,295.45,91.23,0,Idle,1028,1/1/2025 3:50
232,CMP,137,1234.48,766.32,100,1,Running,1001,1/1/2025 3:51
233,Etching,186,1183.36,260.33,93.06,2,Running,1034,1/1/2025 3:52
234,Inspection,107,1494.79,929.93,98.42,4,Running,1089,1/1/2025 3:53
235,Etching,164,801.9,892.37,90.89,2,Running,1085,1/1/2025 3:54
236,Inspection,105,916.68,576.43,94.31,4,Idle,1059,1/1/2025 3:55
237,Inspection,143,1082.69,655.71,96.75,2,Running,1047,1/1/2025 3:56
238,Inspection,100,1249.48,423.86,88.01,2,Idle,1004,1/1/2025 3:57
239,Photolithography,164,1209.92,1033.48,91.31,0,Running,1055,1/1/2025 3:58
240,Etching,144,1283.63,667.59,90.79,5,Maintenance,1087,1/1/2025 3:59
241,Etching,111,1362.92,521.94,94.4,1,Maintenance,1097,1/1/2025 4:00
242,Etching,177,1441.23,980.95,97.61,4,Running,1067,1/1/2025 4:01
243,Deposition,103,1382.78,342.81,94.46,0,Down,1000,1/1/2025 4:02
244,Photolithography,142,1127.95,867.96,85.58,3,Running,1024,1/1/2025 4:03
245,Deposition,194,1094.02,586.47,90,1,Running,1051,1/1/2025 4:04
246,CMP,124,1052.06,1067.4,99.02,2,Down,1068,1/1/2025 4:05
247,Deposition,189,1635.3,651.83,96.72,4,Running,1033,1/1/2025 4:06
248,Doping,111,829.13,549.06,93.75,7,Running,1081,1/1/2025 4:07
249,Photolithography,181,1370.57,500.26,97.68,1,Idle,1036,1/1/2025 4:08
250,Wafer_Start,199,1147.4,540.99,96.71,3,Running,1011,1/1/2025 4:09
251,Photolithography,137,1999.87,636.62,92.39,3,Running,1013,1/1/2025 4:10
252,Inspection,155,866.77,633.21,100,1,Running,1049,1/1/2025 4:11
253,Etching,101,862.2,880.94,89.01,2,Running,1077,1/1/2025 4:12
254,Wafer_Start,111,1772.19,669.37,96.83,1,Running,1043,1/1/2025 4:13
255,Deposition,164,981.87,543.77,97.07,1,Running,1008,1/1/2025 4:14
256,Photolithography,182,1271.55,840.73,95.34,3,Running,1067,1/1/2025 4:15
257,Etching,146,576.5,622.57,91.69,1,Running,1041,1/1/2025 4:16
258,Wafer_Start,141,1207.6,797.18,94.81,0,Running,1082,1/1/2025 4:17
259,Doping,156,1083.16,940.84,94.62,1,Running,1022,1/1/2025 4:18
260,Doping,138,1286.69,619.84,95.13,2,Maintenance,1092,1/1/2025 4:19
261,Photolithography,168,1089.21,451.71,92.01,2,Running,1072,1/1/2025 4:20
262,Inspection,146,1090.15,623.55,93.77,3,Running,1088,1/1/2025 4:21
263,Doping,168,1642.96,492.35,96.76,6,Running,1016,1/1/2025 4:22
264,Packaging,184,1508.79,425,92.08,0,Running,1069,1/1/2025 4:23
265,Inspection,165,1258.6,137.02,90.17,1,Running,1099,1/1/2025 4:24
266,Etching,138,1598.94,360.81,91.73,2,Idle,1050,1/1/2025 4:25
267,Wafer_Start,155,1535.51,738.34,91.32,1,Running,1011,1/1/2025 4:26
268,Photolithography,142,1501.23,708.5,94.64,2,Running,1087,1/1/2025 4:27
269,Etching,130,1730.14,315.74,97.12,3,Idle,1057,1/1/2025 4:28
270,Photolithography,104,1217.84,514.26,94.7,1,Maintenance,1090,1/1/2025 4:29
271,CMP,101,1433.55,683.74,98.3,1,Running,1014,1/1/2025 4:30
272,Packaging,155,1409.15,433.06,94.37,2,Running,1001,1/1/2025 4:31
273,CMP,147,1009.08,507.65,97.01,3,Running,1055,1/1/2025 4:32
274,CMP,106,1306.15,555.16,93.52,2,Running,1032,1/1/2025 4:33
275,CMP,151,1348.35,578.11,94.76,1,Running,1061,1/1/2025 4:34
276,Packaging,139,1385.71,528.94,95.04,2,Running,1047,1/1/2025 4:35
277,Inspection,130,821.13,521.02,95.33,4,Running,1066,1/1/2025 4:36
278,Doping,154,674.98,398.81,98.9,2,Running,1048,1/1/2025 4:37
279,Etching,170,1255.2,554.05,93.1,4,Running,1054,1/1/2025 4:38
280,Doping,158,1206,668.35,96.17,2,Down,1012,1/1/2025 4:39
281,Doping,168,1407.42,670.16,91.45,2,Running,1000,1/1/2025 4:40
282,Etching,131,1349.96,612.18,92.45,0,Down,1054,1/1/2025 4:41
283,Wafer_Start,128,1208.55,345.06,92.69,1,Down,1028,1/1/2025 4:42
284,Deposition,161,763.41,492.77,91.4,2,Running,1017,1/1/2025 4:43
285,Wafer_Start,122,1028.47,622.05,93.32,2,Down,1075,1/1/2025 4:44
286,Inspection,171,1223.58,722.54,94.29,1,Maintenance,1020,1/1/2025 4:45
287,Packaging,180,1132.27,491.82,94.91,2,Running,1082,1/1/2025 4:46
288,Packaging,195,1107.86,1125.81,99.03,2,Down,1032,1/1/2025 4:47
289,Wafer_Start,191,1284.1,976.9,99.51,2,Idle,1061,1/1/2025 4:48
290,Wafer_Start,183,1317.18,185.07,91.66,3,Running,1053,1/1/2025 4:49
291,Photolithography,181,1649.97,811.55,92,3,Running,1039,1/1/2025 4:50
292,Deposition,114,1178.33,513.28,93.39,4,Idle,1045,1/1/2025 4:51
293,Photolithography,138,1446.01,571.5,98.05,0,Running,1021,1/1/2025 4:52
294,Inspection,139,1212.39,668.7,94.62,3,Running,1029,1/1/2025 4:53
295,Photolithography,105,1008.96,394.42,94.06,2,Down,1038,1/1/2025 4:54
296,Doping,136,1092.35,903.69,96.97,1,Running,1096,1/1/2025 4:55
297,CMP,198,1175.04,515.8,100,2,Maintenance,1068,1/1/2025 4:56
298,CMP,116,1017.83,500.44,90.32,2,Idle,1061,1/1/2025 4:57
299,Photolithography,150,1145.75,590.53,92.92,2,Running,1016,1/1/2025 4:58
300,Wafer_Start,113,1496.06,274.8,93.45,2,Running,1073,1/1/2025 4:59
301,Wafer_Start,199,1050.28,621.21,87.59,5,Idle,1087,1/1/2025 5:00
302,Packaging,107,804.58,256.36,93.05,5,Running,1082,1/1/2025 5:01
303,Doping,171,1324.28,914.13,91.26,1,Down,1062,1/1/2025 5:02
304,Deposition,188,1306.27,318.67,97.83,1,Idle,1030,1/1/2025 5:03
305,CMP,149,1245.27,589.47,91.63,1,Running,1053,1/1/2025 5:04
306,Etching,132,1332.41,206.1,93.66,1,Running,1064,1/1/2025 5:05
307,Etching,146,864.97,405.85,98.93,3,Down,1036,1/1/2025 5:06
308,Deposition,128,1179.77,888.07,95.63,2,Running,1074,1/1/2025 5:07
309,Inspection,119,1007.8,576.58,93.13,3,Running,1006,1/1/2025 5:08
310,Deposition,147,1691.09,1063.61,90.26,5,Running,1061,1/1/2025 5:09
311,Photolithography,115,1151.9,331.18,93.31,1,Running,1026,1/1/2025 5:10
312,Photolithography,154,1237.28,578.19,95.37,1,Down,1099,1/1/2025 5:11
313,Photolithography,115,512.76,342.28,94.85,1,Running,1021,1/1/2025 5:12
314,Wafer_Start,102,642.8,505.4,95.61,1,Maintenance,1059,1/1/2025 5:13
315,Inspection,124,1634.03,520.02,96.1,0,Down,1072,1/1/2025 5:14
316,CMP,136,1192.04,663.32,92.71,3,Down,1042,1/1/2025 5:15
317,Deposition,101,1018.09,577.31,93.81,7,Running,1018,1/1/2025 5:16
318,Deposition,102,1041.38,502.67,92.69,0,Maintenance,1009,1/1/2025 5:17
319,Inspection,169,1257.99,729.89,96.76,1,Running,1033,1/1/2025 5:18
320,Photolithography,179,1261.99,721.72,91.33,4,Down,1066,1/1/2025 5:19
321,Deposition,162,1055.66,893.2,90.95,2,Running,1017,1/1/2025 5:20
322,Wafer_Start,195,1254.84,306.17,98.54,2,Running,1038,1/1/2025 5:21
323,Deposition,158,1029.5,381.12,97.46,1,Running,1039,1/1/2025 5:22
324,Etching,158,1295.68,997.99,97.12,1,Idle,1004,1/1/2025 5:23
325,Wafer_Start,154,1536.39,1041.33,93.88,1,Running,1028,1/1/2025 5:24
326,Photolithography,129,1097.77,743.44,95.47,3,Running,1006,1/1/2025 5:25
327,Doping,195,1225.49,729.34,93.96,5,Running,1049,1/1/2025 5:26
328,Inspection,131,1110.89,582.78,91.94,0,Running,1087,1/1/2025 5:27
329,Etching,189,566.09,682.58,89.37,1,Running,1042,1/1/2025 5:28
330,Inspection,115,1469.7,749.05,92.92,3,Running,1058,1/1/2025 5:29
331,CMP,184,1038.02,960.48,89.56,1,Running,1001,1/1/2025 5:30
332,Wafer_Start,185,1060.99,722.32,96.53,2,Running,1050,1/1/2025 5:31
333,Doping,136,1332.88,546.04,94.04,1,Idle,1000,1/1/2025 5:32
334,Wafer_Start,176,1713.84,427.62,94.84,2,Running,1046,1/1/2025 5:33
335,Etching,108,1418.03,290.74,99.08,0,Running,1018,1/1/2025 5:34
